time,portfolio_value,strategy_return
2018-11-26 09:00:00,1000000,0
2018-11-26 10:00:00,1000000,0
2018-11-26 11:00:00,1000000,0
2018-11-26 12:00:00,1000000,0
2018-11-26 13:00:00,1000000,0
2018-11-26 14:00:00,1000000,0
2018-11-26 15:00:00,1000000,0
2018-11-26 16:00:00,1000000,0
2018-11-27 07:00:00,1000000,0
2018-11-27 08:00:00,1000000,0
2018-11-27 09:00:00,1000000,0
2018-11-27 10:00:00,1000000,0
2018-11-27 11:00:00,1000000,0
2018-11-27 12:00:00,1000000,0
2018-11-27 13:00:00,1000000,0
2018-11-27 14:00:00,1000000,0
2018-11-27 15:00:00,1000000,0
2018-11-27 16:00:00,1000000,0
2018-11-28 07:00:00,1000000,0
2018-11-28 08:00:00,1000000,0
2018-11-28 09:00:00,1000000,0
2018-11-28 10:00:00,1000000,0
2018-11-28 11:00:00,1000000,0
2018-11-28 12:00:00,1000000,0
2018-11-28 13:00:00,1000000,0
2018-11-28 14:00:00,1000000,0
2018-11-28 15:00:00,1000000,0
2018-11-28 16:00:00,1000000,0
2018-11-29 07:00:00,1000000,0
2018-11-29 08:00:00,1000000,0
2018-11-29 09:00:00,1000000,0
2018-11-29 10:00:00,1000000,0
2018-11-29 11:00:00,1000000,0
2018-11-29 12:00:00,1000000,0
2018-11-29 13:00:00,1000000,0
2018-11-29 14:00:00,1000000,0
2018-11-29 15:00:00,1000000,0
2018-11-29 16:00:00,1000000,0
2018-11-30 07:00:00,1000000,0
2018-11-30 08:00:00,1000000,0
2018-11-30 09:00:00,1000000,0
2018-11-30 10:00:00,1000000,0
2018-11-30 11:00:00,1000000,0
2018-11-30 12:00:00,1000000,0
2018-11-30 13:00:00,1000000,0
2018-11-30 14:00:00,1000000,0
2018-11-30 15:00:00,1000000,0
2018-11-30 16:00:00,1000000,0
2018-12-03 07:00:00,1000000,0
2018-12-03 08:00:00,1000000,0
2018-12-03 09:00:00,1000000,0
2018-12-03 10:00:00,1000000,0
2018-12-03 11:00:00,1000000,0
2018-12-03 12:00:00,1000000,0
2018-12-03 13:00:00,1000000,0
2018-12-03 14:00:00,1000000,0
2018-12-03 15:00:00,1000000,0
2018-12-03 16:00:00,1000000,0
2018-12-04 07:00:00,1000000,0
2018-12-04 08:00:00,1000000,0
2018-12-04 09:00:00,1000000,0
2018-12-04 10:00:00,1000000,0
2018-12-04 11:00:00,1000000,0
2018-12-04 12:00:00,1000000,0
2018-12-04 13:00:00,1000000,0
2018-12-04 14:00:00,1000000,0
2018-12-04 15:00:00,1000000,0
2018-12-04 16:00:00,1000000,0
2018-12-05 07:00:00,1000000,0
2018-12-05 08:00:00,1000000,0
2018-12-05 09:00:00,1000000,0
2018-12-05 10:00:00,1000000,0
2018-12-05 11:00:00,1000000,0
2018-12-05 12:00:00,1000000,0
2018-12-05 13:00:00,1000000,0
2018-12-05 14:00:00,1000000,0
2018-12-05 15:00:00,1000000,0
2018-12-05 16:00:00,1000000,0
2018-12-06 07:00:00,1000000,0
2018-12-06 08:00:00,1000000,0
2018-12-06 09:00:00,1000000,0
2018-12-06 10:00:00,1000000,0
2018-12-06 11:00:00,1000000,0
2018-12-06 12:00:00,1000000,0
2018-12-06 13:00:00,1000000,0
2018-12-06 14:00:00,1000000,0
2018-12-06 15:00:00,1000000,0
2018-12-06 16:00:00,1000000,0
2018-12-07 07:00:00,1000000,0
2018-12-07 08:00:00,1000000,0
2018-12-07 09:00:00,1000000,0
2018-12-07 10:00:00,1000000,0
2018-12-07 11:00:00,1000000,0
2018-12-07 12:00:00,1000000,0
2018-12-07 13:00:00,1000000,0
2018-12-07 14:00:00,1000000,0
2018-12-07 15:00:00,1000000,0
2018-12-07 16:00:00,1000000,0
2018-12-10 07:00:00,1000000,0
2018-12-10 08:00:00,1000000,0
2018-12-10 09:00:00,1000000,0
2018-12-10 10:00:00,1000000,0
2018-12-10 11:00:00,1000000,0
2018-12-10 12:00:00,1000000,0
2018-12-10 13:00:00,1000000,0
2018-12-10 14:00:00,1000000,0
2018-12-10 15:00:00,1000000,0
2018-12-10 16:00:00,1000000,0
2018-12-11 07:00:00,1000000,0
2018-12-11 08:00:00,1000000,0
2018-12-11 09:00:00,1000000,0
2018-12-11 10:00:00,1000000,0
2018-12-11 11:00:00,1000000,0
2018-12-11 12:00:00,1000000,0
2018-12-11 13:00:00,1000000,0
2018-12-11 14:00:00,1000000,0
2018-12-11 15:00:00,1000000,0
2018-12-11 16:00:00,1000000,0
2018-12-12 07:00:00,1000000,0
2018-12-12 08:00:00,1000000,0
2018-12-12 09:00:00,1000000,0
2018-12-12 10:00:00,1000000,0
2018-12-12 11:00:00,1000000,0
2018-12-12 12:00:00,1000000,0
2018-12-12 13:00:00,1000000,0
2018-12-12 14:00:00,1000000,0
2018-12-12 15:00:00,1000000,0
2018-12-12 16:00:00,1000000,0
2018-12-13 07:00:00,1000000,0
2018-12-13 08:00:00,1000000,0
2018-12-13 09:00:00,1000000,0
2018-12-13 10:00:00,1000000,0
2018-12-13 11:00:00,1000000,0
2018-12-13 12:00:00,1000000,0
2018-12-13 13:00:00,1000000,0
2018-12-13 14:00:00,1000000,0
2018-12-13 15:00:00,1000000,0
2018-12-13 16:00:00,1000000,0
2018-12-14 07:00:00,1000000,0
2018-12-14 08:00:00,1000000,0
2018-12-14 09:00:00,1000000,0
2018-12-14 10:00:00,1000000,0
2018-12-14 11:00:00,1000000,0
2018-12-14 12:00:00,1000000,0
2018-12-14 13:00:00,1000000,0
2018-12-14 14:00:00,1000000,0
2018-12-14 15:00:00,1000000,0
2018-12-14 16:00:00,1000000,0
2018-12-17 07:00:00,1000000,0
2018-12-17 08:00:00,1000000,0
2018-12-17 09:00:00,1000000,0
2018-12-17 10:00:00,1000000,0
2018-12-17 11:00:00,1000000,0
2018-12-17 12:00:00,1000000,0
2018-12-17 13:00:00,1000000,0
2018-12-17 14:00:00,1000000,0
2018-12-17 15:00:00,1000000,0
2018-12-17 16:00:00,1000000,0
2018-12-18 07:00:00,1000000,0
2018-12-18 08:00:00,1000000,0
2018-12-18 09:00:00,1000000,0
2018-12-18 10:00:00,1000000,0
2018-12-18 11:00:00,1000000,0
2018-12-18 12:00:00,1000000,0
2018-12-18 13:00:00,1000000,0
2018-12-18 14:00:00,1000000,0
2018-12-18 15:00:00,1000000,0
2018-12-18 16:00:00,1000000,0
2018-12-19 07:00:00,1000000,0
2018-12-19 08:00:00,1000000,0
2018-12-19 09:00:00,1000000,0
2018-12-19 10:00:00,1000000,0
2018-12-19 11:00:00,1000000,0
2018-12-19 12:00:00,1000000,0
2018-12-19 13:00:00,1000000,0
2018-12-19 14:00:00,1000000,0
2018-12-19 15:00:00,1000000,0
2018-12-19 16:00:00,1000000,0
2018-12-20 07:00:00,1000000,0
2018-12-20 08:00:00,1000000,0
2018-12-20 09:00:00,1000000,0
2018-12-20 10:00:00,1000000,0
2018-12-20 11:00:00,1000000,0
2018-12-20 12:00:00,1000000,0
2018-12-20 13:00:00,1000000,0
2018-12-20 14:00:00,1000000,0
2018-12-20 15:00:00,1000000,0
2018-12-20 16:00:00,1000000,0
2018-12-21 07:00:00,1000000,0
2018-12-21 08:00:00,1000000,0
2018-12-21 09:00:00,1000000,0
2018-12-21 10:00:00,1000000,0
2018-12-21 11:00:00,1000000,0
2018-12-21 12:00:00,1000000,0
2018-12-21 13:00:00,1000000,0
2018-12-21 14:00:00,1000000,0
2018-12-21 15:00:00,1000000,0
2018-12-21 16:00:00,1000000,0
2018-12-27 07:00:00,1000000,0
2018-12-27 08:00:00,1000000,0
2018-12-27 09:00:00,1000000,0
2018-12-27 10:00:00,1000000,0
2018-12-27 11:00:00,1000000,0
2018-12-27 12:00:00,1000000,0
2018-12-27 13:00:00,1000000,0
2018-12-27 14:00:00,1000000,0
2018-12-27 15:00:00,1000000,0
2018-12-27 16:00:00,1000000,0
2018-12-28 08:00:00,1000000,0
2018-12-28 09:00:00,1000000,0
2018-12-28 10:00:00,1000000,0
2018-12-28 11:00:00,1000000,0
2018-12-28 12:00:00,1000000,0
2019-01-02 07:00:00,1000000,0
2019-01-02 08:00:00,1000000,0
2019-01-02 09:00:00,1000000,0
2019-01-02 10:00:00,1000000,0
2019-01-02 11:00:00,1000000,0
2019-01-02 12:00:00,1000000,0
2019-01-02 13:00:00,1000000,0
2019-01-02 14:00:00,1000000,0
2019-01-02 15:00:00,1000000,0
2019-01-02 16:00:00,1000000,0
2019-01-03 07:00:00,1000000,0
2019-01-03 08:00:00,1000000,0
2019-01-03 09:00:00,1000000,0
2019-01-03 10:00:00,1000000,0
2019-01-03 11:00:00,1000000,0
2019-01-03 12:00:00,1000000,0
2019-01-03 13:00:00,1000000,0
2019-01-03 14:00:00,1000000,0
2019-01-03 15:00:00,1000000,0
2019-01-03 16:00:00,1000000,0
2019-01-04 07:00:00,1000000,0
2019-01-04 08:00:00,1000000,0
2019-01-04 09:00:00,1000000,0
2019-01-04 10:00:00,1000000,0
2019-01-04 11:00:00,1000000,0
2019-01-04 12:00:00,1000000,0
2019-01-04 13:00:00,1000000,0
2019-01-04 14:00:00,1000000,0
2019-01-04 15:00:00,1000000,0
2019-01-04 16:00:00,1000000,0
2019-01-07 07:00:00,1000000,0
2019-01-07 08:00:00,1000000,0
2019-01-07 09:00:00,1000000,0
2019-01-07 10:00:00,1000000,0
2019-01-07 11:00:00,1000000,0
2019-01-07 12:00:00,1000000,0
2019-01-07 13:00:00,1000000,0
2019-01-07 14:00:00,1000000,0
2019-01-07 15:00:00,1000000,0
2019-01-07 16:00:00,1000000,0
2019-01-08 07:00:00,1000000,0
2019-01-08 08:00:00,1000000,0
2019-01-08 09:00:00,1000000,0
2019-01-08 10:00:00,1000000,0
2019-01-08 11:00:00,1000000,0
2019-01-08 12:00:00,1000000,0
2019-01-08 13:00:00,1000000,0
2019-01-08 14:00:00,1000000,0
2019-01-08 15:00:00,1000000,0
2019-01-08 16:00:00,1000000,0
2019-01-09 07:00:00,1000000,0
2019-01-09 08:00:00,1000000,0
2019-01-09 09:00:00,1000000,0
2019-01-09 10:00:00,1000000,0
2019-01-09 11:00:00,1000000,0
2019-01-09 12:00:00,1000000,0
2019-01-09 13:00:00,1000000,0
2019-01-09 14:00:00,1000000,0
2019-01-09 15:00:00,1000000,0
2019-01-09 16:00:00,1000000,0
2019-01-10 07:00:00,1000000,0
2019-01-10 08:00:00,1000000,0
2019-01-10 09:00:00,1000000,0
2019-01-10 10:00:00,1000000,0
2019-01-10 11:00:00,1000000,0
2019-01-10 12:00:00,1000000,0
2019-01-10 13:00:00,1000000,0
2019-01-10 14:00:00,1000000,0
2019-01-10 15:00:00,1000000,0
2019-01-10 16:00:00,1000000,0
2019-01-11 07:00:00,1000000,0
2019-01-11 08:00:00,1000000,0
2019-01-11 09:00:00,1000000,0
2019-01-11 10:00:00,1000000,0
2019-01-11 11:00:00,1000000,0
2019-01-11 12:00:00,1000000,0
2019-01-11 13:00:00,1000000,0
2019-01-11 14:00:00,1000000,0
2019-01-11 15:00:00,1000000,0
2019-01-11 16:00:00,1000000,0
2019-01-14 07:00:00,1000000,0
2019-01-14 08:00:00,1000000,0
2019-01-14 09:00:00,1000000,0
2019-01-14 10:00:00,1000000,0
2019-01-14 11:00:00,1000000,0
2019-01-14 12:00:00,1000000,0
2019-01-14 13:00:00,1000000,0
2019-01-14 14:00:00,1000000,0
2019-01-14 15:00:00,1000000,0
2019-01-14 16:00:00,1000000,0
2019-01-15 07:00:00,1000000,0
2019-01-15 08:00:00,1000000,0
2019-01-15 09:00:00,1000000,0
2019-01-15 10:00:00,1000000,0
2019-01-15 11:00:00,1000000,0
2019-01-15 12:00:00,1000000,0
2019-01-15 13:00:00,1000000,0
2019-01-15 14:00:00,1000000,0
2019-01-15 15:00:00,1000000,0
2019-01-15 16:00:00,1000000,0
2019-01-16 07:00:00,1000000,0
2019-01-16 08:00:00,1000000,0
2019-01-16 09:00:00,1000000,0
2019-01-16 10:00:00,1000000,0
2019-01-16 11:00:00,1000000,0
2019-01-16 12:00:00,1000000,0
2019-01-16 13:00:00,1000000,0
2019-01-16 14:00:00,1000000,0
2019-01-16 15:00:00,1000000,0
2019-01-16 16:00:00,1000000,0
2019-01-17 07:00:00,1000000,0
2019-01-17 08:00:00,1000000,0
2019-01-17 09:00:00,1000000,0
2019-01-17 10:00:00,1000000,0
2019-01-17 11:00:00,1000000,0
2019-01-17 12:00:00,1000000,0
2019-01-17 13:00:00,1000000,0
2019-01-17 14:00:00,1000000,0
2019-01-17 15:00:00,1000000,0
2019-01-17 16:00:00,1000000,0
2019-01-18 07:00:00,1000000,0
2019-01-18 08:00:00,1000000,0
2019-01-18 09:00:00,1000000,0
2019-01-18 10:00:00,1000000,0
2019-01-18 11:00:00,1000000,0
2019-01-18 12:00:00,1000000,0
2019-01-18 13:00:00,1000000,0
2019-01-18 14:00:00,1000000,0
2019-01-18 15:00:00,1000000,0
2019-01-18 16:00:00,1000000,0
2019-01-21 07:00:00,1000000,0
2019-01-21 08:00:00,1000000,0
2019-01-21 09:00:00,1000000,0
2019-01-21 10:00:00,1000000,0
2019-01-21 11:00:00,1000000,0
2019-01-21 12:00:00,1000000,0
2019-01-21 13:00:00,1000000,0
2019-01-21 14:00:00,1000000,0
2019-01-21 15:00:00,1000000,0
2019-01-21 16:00:00,1000000,0
2019-01-22 07:00:00,1000000,0
2019-01-22 08:00:00,1000000,0
2019-01-22 09:00:00,1000000,0
2019-01-22 10:00:00,1000000,0
2019-01-22 11:00:00,1000000,0
2019-01-22 12:00:00,1000000,0
2019-01-22 13:00:00,1000000,0
2019-01-22 14:00:00,1000000,0
2019-01-22 15:00:00,1000000,0
2019-01-22 16:00:00,1000000,0
2019-01-23 07:00:00,1000000,0
2019-01-23 08:00:00,1000000,0
2019-01-23 09:00:00,1000000,0
2019-01-23 10:00:00,1000000,0
2019-01-23 11:00:00,1000000,0
2019-01-23 12:00:00,1000000,0
2019-01-23 13:00:00,1000000,0
2019-01-23 14:00:00,1000000,0
2019-01-23 15:00:00,1000000,0
2019-01-23 16:00:00,1000000,0
2019-01-24 07:00:00,1000000,0
2019-01-24 08:00:00,1000000,0
2019-01-24 09:00:00,1000000,0
2019-01-24 10:00:00,1000000,0
2019-01-24 11:00:00,1000000,0
2019-01-24 12:00:00,1000000,0
2019-01-24 13:00:00,1000000,0
2019-01-24 14:00:00,1000000,0
2019-01-24 15:00:00,1000000,0
2019-01-24 16:00:00,1000000,0
2019-01-25 07:00:00,1000000,0
2019-01-25 08:00:00,1000000,0
2019-01-25 09:00:00,1000000,0
2019-01-25 10:00:00,1000000,0
2019-01-25 11:00:00,1000000,0
2019-01-25 12:00:00,1000000,0
2019-01-25 13:00:00,1000000,0
2019-01-25 14:00:00,1000000,0
2019-01-25 15:00:00,1000000,0
2019-01-25 16:00:00,1000000,0
2019-01-28 07:00:00,1000000,0
2019-01-28 08:00:00,1000000,0
2019-01-28 09:00:00,1000000,0
2019-01-28 10:00:00,1000000,0
2019-01-28 11:00:00,1000000,0
2019-01-28 12:00:00,1000000,0
2019-01-28 13:00:00,1000000,0
2019-01-28 14:00:00,1000000,0
2019-01-28 15:00:00,1000000,0
2019-01-28 16:00:00,1000000,0
2019-01-29 07:00:00,1000000,0
2019-01-29 08:00:00,1000000,0
2019-01-29 09:00:00,1000000,0
2019-01-29 10:00:00,1000000,0
2019-01-29 11:00:00,1000000,0
2019-01-29 12:00:00,1000000,0
2019-01-29 13:00:00,1000000,0
2019-01-29 14:00:00,1000000,0
2019-01-29 15:00:00,1000000,0
2019-01-29 16:00:00,1000000,0
2019-01-30 07:00:00,1000000,0
2019-01-30 08:00:00,1000000,0
2019-01-30 09:00:00,1000000,0
2019-01-30 10:00:00,1000000,0
2019-01-30 11:00:00,1000000,0
2019-01-30 12:00:00,1000000,0
2019-01-30 13:00:00,1000000,0
2019-01-30 14:00:00,1000000,0
2019-01-30 15:00:00,1000000,0
2019-01-30 16:00:00,1000000,0
2019-01-31 07:00:00,1000000,0
2019-01-31 08:00:00,1000000,0
2019-01-31 09:00:00,1000000,0
2019-01-31 10:00:00,1000000,0
2019-01-31 11:00:00,1000000,0
2019-01-31 12:00:00,1000000,0
2019-01-31 13:00:00,1000000,0
2019-01-31 14:00:00,1000000,0
2019-01-31 15:00:00,1000000,0
2019-01-31 16:00:00,1000000,0
2019-02-01 07:00:00,1000000,0
2019-02-01 08:00:00,1000000,0
2019-02-01 09:00:00,1000000,0
2019-02-01 10:00:00,1000000,0
2019-02-01 11:00:00,1000000,0
2019-02-01 12:00:00,1000000,0
2019-02-01 13:00:00,1000000,0
2019-02-01 14:00:00,1000000,0
2019-02-01 15:00:00,1000000,0
2019-02-01 16:00:00,1000000,0
2019-02-04 07:00:00,1000000,0
2019-02-04 08:00:00,1000000,0
2019-02-04 09:00:00,1000000,0
2019-02-04 10:00:00,1000000,0
2019-02-04 11:00:00,1000000,0
2019-02-04 12:00:00,1000000,0
2019-02-04 13:00:00,1000000,0
2019-02-04 14:00:00,1000000,0
2019-02-04 15:00:00,1000000,0
2019-02-04 16:00:00,1000000,0
2019-02-05 07:00:00,1000000,0
2019-02-05 08:00:00,1000000,0
2019-02-05 09:00:00,1000000,0
2019-02-05 10:00:00,1000000,0
2019-02-05 11:00:00,1000000,0
2019-02-05 12:00:00,1000000,0
2019-02-05 13:00:00,1000000,0
2019-02-05 14:00:00,1000000,0
2019-02-05 15:00:00,1000000,0
2019-02-05 16:00:00,1000000,0
2019-02-06 07:00:00,1000000,0
2019-02-06 08:00:00,1000000,0
2019-02-06 09:00:00,1000000,0
2019-02-06 10:00:00,1000000,0
2019-02-06 11:00:00,1000000,0
2019-02-06 12:00:00,1000000,0
2019-02-06 13:00:00,1000000,0
2019-02-06 14:00:00,1000000,0
2019-02-06 15:00:00,1000000,0
2019-02-06 16:00:00,1000000,0
2019-02-07 07:00:00,1000000,0
2019-02-07 08:00:00,1000000,0
2019-02-07 09:00:00,1000000,0
2019-02-07 10:00:00,1000000,0
2019-02-07 11:00:00,1000000,0
2019-02-07 12:00:00,1000000,0
2019-02-07 13:00:00,1000000,0
2019-02-07 14:00:00,1000000,0
2019-02-07 15:00:00,1000000,0
2019-02-07 16:00:00,1000000,0
2019-02-08 07:00:00,1000000,0
2019-02-08 08:00:00,1000000,0
2019-02-08 09:00:00,1000000,0
2019-02-08 10:00:00,1000000,0
2019-02-08 11:00:00,1000000,0
2019-02-08 12:00:00,1000000,0
2019-02-08 13:00:00,1000000,0
2019-02-08 14:00:00,1000000,0
2019-02-08 15:00:00,1000000,0
2019-02-08 16:00:00,1000000,0
2019-02-11 07:00:00,1000000,0
2019-02-11 08:00:00,1000000,0
2019-02-11 09:00:00,1000000,0
2019-02-11 10:00:00,1000000,0
2019-02-11 11:00:00,1000000,0
2019-02-11 12:00:00,1000000,0
2019-02-11 13:00:00,1000000,0
2019-02-11 14:00:00,1000000,0
2019-02-11 15:00:00,1000000,0
2019-02-11 16:00:00,1000000,0
2019-02-12 07:00:00,1000000,0
2019-02-12 08:00:00,1000000,0
2019-02-12 09:00:00,1000000,0
2019-02-12 10:00:00,1000000,0
2019-02-12 11:00:00,1000000,0
2019-02-12 12:00:00,1000000,0
2019-02-12 13:00:00,1000000,0
2019-02-12 14:00:00,1000000,0
2019-02-12 15:00:00,1000000,0
2019-02-12 16:00:00,1000000,0
2019-02-13 07:00:00,1000000,0
2019-02-13 08:00:00,1000000,0
